year, month, day, tmax, tavg, tmin, humid, wind, sunshine, rainfall, snow, cloud
2020, 11, 24, 10.4, 5.7, 1.9, 48.0, 1.2, 4.8, 0.0, 0.0, 4.8
2020, 11, 25, 12.1, 6.2, 0.5, 59.8, 1.3, 9.0, 0.0, 0.0, 3.1
2020, 11, 26, 12.8, 7.7, 4.1, 62.6, 1.1, 6.1, 0.0, 0.0, 6.5
2020, 11, 27, 9.8, 6.3, 2.6, 62.8, 1.8, 0.8, 0.0, 0.0, 6.9
2020, 11, 28, 6.2, 3.7, 2.1, 51.8, 2.0, 8.1, 0.0, 0.0, 6.5
2020, 11, 29, 6.9, 3.4, 1.5, 64.9, 1.2, 1.4, 0.0, 0.0, 8.1
2020, 11, 30, 8.4, 3.7, 0.7, 57.5, 1.7, 8.8, 0.0, 0.0, 2.3
2020, 12, 1, 8.5, 2.7, -2.5, 48.6, 1.4, 8.8, 0.0, 0.0, 2.8
2020, 12, 2, 9.7, 3.9, -1.0, 44.8, 1.3, 6.7, 0.0, 0.0, 3.8
2020, 12, 3, 6.8, 2.4, -0.6, 59.1, 1.6, 7.0, 0.0, 0.0, 4.5
2020, 12, 4, 6.0, 1.3, -2.9, 61.4, 1.3, 7.7, 0.0, 0.0, 1.4
2020, 12, 5, 9.1, 3.8, -1.3, 62.9, 1.2, 7.6, 0.0, 0.0, 5.8
2020, 12, 6, 9.9, 4.2, -0.3, 69.4, 1.3, 8.3, 0.0, 0.0, 0.5
2020, 12, 7, 10.0, 4.7, 0.8, 67.5, 1.7, 1.6, 0.0, 0.0, 6.9
2020, 12, 8, 5.6, 2.1, -0.9, 61.9, 1.2, 6.4, 0.0, 0.0, 3.8
2020, 12, 9, 8.1, 2.5, -4.0, 52.4, 0.9, 7.5, 0.0, 0.0, 3.0
2020, 12, 10, 11.0, 5.9, 3.0, 57.0, 0.7, 3.6, 0.0, 0.0, 7.9
2020, 12, 11, 11.5, 6.6, 2.8, 72.8, 1.0, 1.8, 0.0, 0.0, 8.4
2020, 12, 12, 8.9, 5.1, 0.8, 49.1, 1.8, 8.5, 0.0, 0.0, 3.3
2020, 12, 13, 10.7, 3.1, -1.5, 58.9, 2.7, 0.8, 2.1, 0.0, 8.6
2020, 12, 14, -0.5, -3.4, -5.8, 47.9, 3.4, 8.9, 0.0, 0.0, 2.3
2020, 12, 15, -1.2, -4.4, -8.0, 50.5, 2.0, 9.1, 0.0, 0.0, 1.4
2020, 12, 16, -1.2, -4.0, -6.9, 58.1, 1.7, 6.2, 0.0, 0.0, 2.6
2020, 12, 17, 2.5, -2.4, -6.7, 61.3, 1.1, 8.0, 0.0, 0.0, 0.9
2020, 12, 18, 6.0, 0.9, -3.5, 62.0, 1.7, 3.5, 0.2, 0.0, 6.5
2020, 12, 19, 0.7, -2.7, -6.0, 41.1, 1.8, 9.0, 0.0, 0.0, 3.6
2020, 12, 20, 3.5, -0.9, -4.9, 50.1, 1.1, 8.5, 0.0, 0.0, 2.5
2020, 12, 21, 7.1, 1.7, -4.0, 64.5, 1.0, 3.7, 0.0, 0.0, 7.5
2020, 12, 22, 7.5, 2.9, -1.1, 74.1, 1.3, 2.7, 0.0, 0.0, 5.5
2020, 12, 23, 10.6, 5.4, 1.3, 67.3, 1.5, 2.4, 0.0, 0.0, 4.5
2020, 12, 24, 9.0, 4.7, 1.2, 62.3, 2.4, 7.7, 0.0, 0.0, 3.9
2020, 12, 25, 5.6, 1.5, -1.1, 64.1, 1.5, 8.4, 0.1, 0.4, 3.6
2020, 12, 26, 8.0, 3.4, -1.6, 61.6, 1.5, 2.1, 0.0, 0.0, 7.3
2020, 12, 27, 9.6, 5.1, 1.6, 76.3, 1.3, 0.1, 2.1, 0.0, 7.9
2020, 12, 28, 13.9, 6.2, 0.5, 74.6, 1.2, 8.0, 0.0, 0.0, 1.8
2020, 12, 29, 6.3, 1.9, -1.7, 90.4, 2.1, 1.4, 3.2, 3.2, 8.8
2020, 12, 30, -1.6, -6.5, -8.6, 67.0, 3.7, 6.4, 0.7, 5.2, 5.4
2020, 12, 31, -1.2, -5.3, -10.0, 69.1, 1.3, 6.1, 0.7, 3.3, 4.0
